Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries,Business Corridor,Business Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Zip Codes,DELETE - Fire Prevention Districts,DELETE - Supervisor Districts,DELETE - Current Police Districts,DELETE - Neighborhoods,DELETE - Police Districts
1130889-12-161,1062824,"Rcdf, Inc.",Tekka House,678 Chenery St,San Francisco,CA,94131,12/22/2016,,12/22/2016,,678 CHENERY ST,San Francisco,94131,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",8,Glen Park,,,,,,,,,,,,
1155516-07-171,1073816,Ly Group International Llc,Tefm,324 Clement St,San Francisco,CA,94118,07/25/2017,,07/25/2017,07/25/2017,137 GILLETTE AVE,San Francisco,94134,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1037468-08-151,464307,Unhappy The Hedgehog Inc,Teeth,2323 Mission St,San Francisco,CA,94110,07/06/2011,,08/25/2015,,2209 POLK ST,San Francisco,94109,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.419168 37.759874),53,3,2,20,28859,2,7,7,19,4
0397522-02-001,397522,Gilmer K Groarke P,Tee Off Seafood Restaurant,3129 Clement St,San Francisco,CA,94121,12/22/2008,,12/22/2008,,3129 CLEMENT ST,San Francisco,94121,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,,,POINT (-122.492933 37.781666),8,8,4,29,55,11,2,9,26,6
0305795-03-001,305795,Chin Tae I,Teds Sports Bar & Grill,312 Harriet St,San Francisco,CA,94103,05/10/2009,,05/10/2009,,312 HARRIET ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.402786 37.77539),32,1,10,34,28853,14,9,2,34,2
1231810-08-191,1105791,Kim Tsang,Teazzert Pho You,880 Geneva Ave,San Francisco,CA,94112,08/22/2019,,08/22/2019,,880 GENEVA AVE,San Francisco,94112,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1231991-08-191,438916,Parkside Quickly Inc,Teazo,1050 Taraval St,San Francisco,CA,94116,05/01/2009,,08/23/2019,,1050 TARAVAL ST,San Francisco,94116,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",4,Sunset/Parkside,,,,,,,,,,,,
1248702-03-201,1112886,Jimmy Ngo,Teawich,1143 Taraval St,San Francisco,CA,94116,03/11/2020,,03/11/2020,,1143 Taraval St,San Francisco,94116,CA,7220-7229,Food Services,f,f,,,4,Sunset/Parkside,,,,,,,,,,,,
0362896-02-001,362896,Restaurant Tz Inc,Teatro Zinzanni,Pier 27- 29 Embarcadero,San Francisco,CA,94111,01/01/2003,,01/21/2003,,3450 3RD ST STE 4D,San Francisco,94124,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1084626-07-161,1040274,Teaspoon Polk,Teaspoon,2125 Polk St,San Francisco,CA,94109,07/20/2016,,07/20/2016,,31128 SAN CLEMENTE ST,Hayward,94544,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
1196764-08-181,1090965,Lsb Capital Inc.,Teaspoon,4159 El Camino Way Way Ste P,Palo Alto,CA,94306,08/01/2018,,08/01/2018,01/06/2020,4131 EL CAMINO 101 STE,Palo Alto,94306,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1178267-02-181,1083290,Jmd International Group Inc,Teapenter,1518 Irving St,San Francisco,CA,94122,02/06/2018,,02/06/2018,,1518 IRVING ST 1518 IRVING ST,San Francisco,94122,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",5,Inner Sunset,,,,,,,,,,,,
1170149-12-171,487464,Sharetea Usa Llc,Teaone,5336 Geary Blvd,San Francisco,CA,94121,03/10/2014,,03/10/2014,,5336 GEARY BLVD,San Francisco,94121,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
1219017-04-191,1100848,Teacup & Sandwiches,Teacup & Sandwiches,660 Bush Street St Apt 201,San Francisco,CA,94108,04/17/2019,,04/17/2019,04/22/2019,660 BUSH STREET ST 201 APT,San Francisco,94108,CA,7220-7229,Food Services,f,f,,,3,Nob Hill,,,,,,,,,,,,
1219177-04-191,1100848,Teacup & Sandwiches,Teacup & Sandwiches,3516 Balboa St,San Francisco,CA,94121,04/17/2019,,04/18/2019,,660 BUSH STREET ST 201 APT,San Francisco,94108,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
1186899-05-181,1086811,Indulgence,Teabaes.co,1490 Ocean Ave Ste 1,San Francisco,CA,94112,04/25/2018,,05/02/2018,,31 JACQUELINE CT,Daly City,94014,CA,7220-7229,Food Services,f,f,,,7,West of Twin Peaks,,,,,,,,,,,,
1090419-08-161,1043022,Barnes Courtney,Tea Promenade,1023 Ingerson Ave,San Francisco,CA,94124,08/18/2016,,08/18/2016,09/20/2017,1023 INGERSON AVE,San Francisco,94124,CA,7220-7229,Food Services,f,f,,,10,Bayview Hunters Point,,,,,,,,,,,,
1161683-09-171,1043022,Barnes Courtney,Tea Promenade,103 Horn Ave,San Francisco,CA,94124,08/18/2016,,09/20/2017,,1023 INGERSON AVE,San Francisco,94124,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1161699-09-171,1043022,Barnes Courtney,Tea Promenade,103 Horn Ave,San Fransisco,CA,94124,08/18/2016,,09/20/2017,,1023 INGERSON AVE,San Francisco,94124,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1183138-03-181,1085454,Xiaowen Zhu,Tea Plus Tea Bar,190 Saint Charles Ave,San Francisco,CA,94132,03/26/2018,,03/26/2018,03/26/2018,4482 MISSION ST,San Francisco,94112,CA,7220-7229,Food Services,f,f,,,7,Oceanview/Merced/Ingleside,,,,,,,,,,,,
1183230-03-181,1085454,Xiaowen Zhu,Tea Plus Tea Bar,4482 Mission St,San Francisco,CA,94112,03/26/2018,,03/26/2018,04/23/2018,4482 MISSION ST,San Francisco,94112,CA,7220-7229,Food Services,f,f,,,11,Outer Mission,,,,,,,,,,,,
0484433-01-001,484433,Ng Julian S,Tea Plus,2541 San Bruno Ave,San Francisco,CA,94134,11/15/2013,,11/15/2013,,2541 SAN BRUNO AVE,San Francisco,94134,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.404444 37.729639),91,2,2,25,309,10,7,3,28,3
1145528-05-171,1069831,Zhuogan Llc,Tea Papa,560 Balboa St,San Francisco,CA,94118,05/05/2017,,05/05/2017,05/29/2017,560 BALBOA ST,San Francisco,94118,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0400860-02-001,400860,Smith Thessa Rosetta,Tea N Chocolat,1201 Golden Gate Ave Apt 216,San Francisco,CA,94115,08/03/2006,,10/02/2007,,1201 GOLDEN GATE AVE APT 216,San Francisco,94115,CA,7220-7229,Food Services,f,f,,,5,Western Addition,,POINT (-122.430575 37.779735),97,4,11,39,29490,15,11,6,41,9
1252198-05-201,1114303,"Lsb, Inc",Tea Hut,1541 Sloat Blvd,San Francisco,CA,94132,05/01/2020,,05/16/2020,,1746 24th Ave,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,7,Sunset/Parkside,,,,,,,,,,,,
1252194-05-201,1114301,Yang Qian,Tea Hut,1541 Sloat Blvd,San Francisco,CA,94132,05/16/2020,,05/16/2020,,1746 24th Ave,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,7,Sunset/Parkside,,,,,,,,,,,,
1252207-05-201,1106423,Lsb Inc,Tea Hut,1541 Sloat Blvd,San Francisco,CA,94132,09/10/2019,,05/16/2020,,4131 El Camino Way 101 Ste,Palo Alto,94306,CA,7220-7229,Food Services,f,f,,,7,Sunset/Parkside,,,,,,,,,,,,
1149320-06-171,1071406,"Golden Banana, Inc",Tea Hut,2815 California St,San Francisco,CA,94122,06/01/2017,,06/02/2017,,1746 24TH AVE,San Francisco,94122,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
1243641-01-201,1071406,"Golden Banana, Inc",Tea Hub,2815 California St,San Francisco,CA,94115,06/01/2017,,10/22/2017,,1746 24th Ave,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,2,Pacific Heights,,,,,,,,,,,,
1011046-11-141,1005581,Tea Fm Llc,Tea Fm,3251 20th Ave 6512,San Francisco,CA,94132,11/04/2014,,11/04/2014,,200 JOSE FIGUERER AVE 225,San Jose,95116,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",7,Lakeshore,,POINT (-122.475605 37.727905),41,10,8,16,64,1,4,5,14,8
1155594-07-171,1073816,Ly Group International Llc,Tea Fm,324 Clement St,San Francisco,CA,94134,07/25/2017,,07/25/2017,,137 GILLETTE AVE,San Francisco,94134,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1055683-02-161,1027120,Tea De Chine Inc,Tea De Chine,3128 16th St,San Francisco,CA,94103,02/24/2016,,02/24/2016,05/01/2016,278 RAYMOND AVE,San Francisco,94134,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.422628 37.764876),37,3,5,20,28859,8,5,7,19,4
1206804-12-181,1095544,Tb Boba San Francisco,Tea Bar,815 Mission St,San Francisco,CA,94103,12/01/2018,,12/01/2018,,4159 EL CAMINO WAY P STE,Palo Alto,94306,CA,7220-7229,Food Services,f,f,,,6,South of Market,,,,,,,,,,,,
1187200-05-181,1087294,"Kjy Brothers, Llc",Tea 4 You,646 Irving St.,San Francisco,CA,94122,05/01/2018,,05/01/2018,,507 15TH AVE,San Francisco,94118,CA,7220-7229,Food Services,f,f,,,5,Inner Sunset,,,,,,,,,,,,
1209099-01-191,1096590,"Tea & Others., Llc",Tea & Others,250 Divisadero St,San Francisco,CA,94117,01/07/2019,,01/07/2019,,140 S VAN NESS AVE 1022 UNIT,San Francisco,94103,CA,7220-7229,Food Services,f,f,H24 POS01,Multiple,,,,,,,,,,,,,,
0481479-01-001,481479,"Tazza D'amore Inc","Tazza D'amore",700 4th St,San Francisco,CA,94107,01/01/2013,,01/01/2013,,101 UPPER TER,San Francisco,94117,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.394976 37.777074),34,1,10,4,28856,6,9,2,20,2
1003263-07-141,1002167,Delucca John,Tazaki Sushi,3420 Judah St,San Francisco,CA,94122,07/31/2014,,07/31/2014,,3420 JUDAH ST,San Francisco,94122,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.498804 37.760743),39,10,7,35,56,1,3,5,35,8
0336313-05-001,336313,Feda Corporation,Taza Smoothies & Wraps,750 Font Blvd,San Francisco,CA,94132,03/01/2000,,08/15/2002,,390 STONECREST DR,San Francisco,94132,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",7,Lakeshore,,POINT (-122.482919 37.722337),42,10,8,16,64,1,4,5,14,8
0424659-01-001,424659,J & H Breakfastology Inc,Taylor Street Coffee Shop,375 Taylor St,San Francisco,CA,94102,01/02/2008,,01/02/2008,06/30/2013,2101 SUTTER ST,San Francisco,94115,CA,7220-7229,Food Services,f,f,,,6,Tenderloin,,POINT (-122.411289 37.78578),20,5,10,36,28852,14,9,10,36,10
0479226-01-001,479226,Taylor Street Coffee Shop Inc,Taylor Street Coffee Shop,375 Taylor St,San Francisco,CA,94102,06/01/2013,,06/01/2013,,375 TAYLOR ST,San Francisco,94102,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",6,Tenderloin,,POINT (-122.411289 37.78578),20,5,10,36,28852,14,9,10,36,10
1192641-06-181,1089356,"Inhouse Ventures, Dba Taylor Lane Organic Coffee",Taylor Lane Organic Coffee,200 Market St,San Francisco,CA,94114,06/21/2018,,06/21/2018,,6790 MCKINLEY AVE,Sebastopol,95472,CA,7220-7229,Food Services,f,f,,,3,Financial District/South Beach,,,,,,,,,,,,
1205671-11-181,1095061,Inhouse Ventures Series A Holdings One Llc,Taylor Lane Organic Coffee,2001 Market Street,San Francisco,CA,94114,11/12/2018,,11/12/2018,,6790 MCKINLEY AVE 130 STE,Sebastopol,95472,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
1016769-01-151,1008017,Tavares Inc,Tavares Inc,300 Deharo St #338,San Francisco,CA,94103,01/21/2015,,01/21/2015,,300 DE HARO ST STE 338,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.401678 37.765637),54,1,9,4,28853,8,8,3,20,3
1132574-01-171,465421,Houk Kristin A,Tato,1408 Hudson Ave,San Francisco,CA,94124,01/10/2012,,01/10/2017,01/16/2017,1408 HUDSON AVE,San Francisco,94124,CA,7220-7229,Food Services,f,f,,,10,Bayview Hunters Point,,,,,,,,,,,,
1133153-01-171,465421,Houk Kristin A,Tato,4608 3rd St,San Francisco,CA,94124,01/10/2012,,01/17/2017,,1408 HUDSON AVE,San Francisco,94124,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",10,Bayview Hunters Point,,,,,,,,,,,,
1229649-08-191,1104947,Tatiana Bluford,Tatiana Bluford,29 Northridge Rd,San Francisco,CA,94124,07/01/2019,,07/01/2019,,29 NORTHRIDGE RD,San Francisco,94124,CA,7220-7229,Food Services,f,f,,,10,Bayview Hunters Point,,,,,,,,,,,,
1044760-11-151,1020962,Tataki California Llc,Tataki Sushi & Saki Bar,2827 California St,San Francisco,CA,94115,09/01/2015,,09/01/2015,,2827 CALIFORNIA ST,San Francisco,94115,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",2,Pacific Heights,,POINT (-122.440922 37.788006),103,8,6,30,29490,13,1,9,27,6
0397076-02-001,397076,Brooks Norvella A,Tastytopia,30 Gilroy St,San Francisco,CA,94124,03/01/2006,,03/15/2013,09/14/2014,2358 GALWAY RD,San Pablo,94806,CA,7220-7229,Food Services,f,f,,,10,Bayview Hunters Point,,POINT (-122.38897 37.716093),88,2,9,1,58,10,8,3,1,3
1007339-09-141,397076,Brooks Norvella A,Tastytopia,Bldg 110 Hunters Point Shipyard,San Francisco,CA,94188,03/01/2006,,03/01/2006,,2358 GALWAY RD,San Pablo,94806,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.37688 37.7343),76,2,9,1,58,10,8,3,1,3
1202319-10-181,1093433,Myo Thant,Tasty Retaurant,5530 Geary Blvd,San Francisco,CA,94121,10/03/2018,,10/06/2018,10/15/2018,5530 GEARY BLVD,San Francisco,94121,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1202069-10-181,1093433,Myo Thant,Tasty Restraunt,81 Portola Ave,Daly City,CA,94015,10/03/2018,,10/03/2018,10/08/2018,5530 GEARY BLVD,San Francisco,94121,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1059264-03-161,1029000,Mzy Sailco Inc,Tasty Restaurant,5530 Geary Blvd,San Francisco,CA,94121,03/16/2016,,03/16/2016,,5530 GEARY BLVD,San Francisco,94121,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.478897 37.780427),8,8,4,29,55,11,2,9,26,6
1203003-10-181,1093433,Myo Thant,Tasty Restaurant,5530 Geary Blvd,San Francisco,CA,94121,10/03/2018,,10/15/2018,,5530 GEARY BLVD,San Francisco,94121,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,,,,,,,,,,,
1116497-09-161,1056003,Scoop Cuisine Corp,Tasty Pot,815 Clement St,San Francisco,CA,94118,09/02/2016,,09/02/2016,,815 CLEMENT ST,San Francisco,94118,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,,,,,,,,,,,,,
1198287-08-181,1091651,Tasty Delight,Tasty Delight,22 Peace Plz Unit 533,San Francisco,CA,94115,08/17/2018,,08/17/2018,,635 OLMSTEAD ST,San Francisco,94134,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0447524-01-001,447524,Pineda Maria De Los Angeles/pineda Miguel,Tasty Coffee,1818 San Jose Ave,San Francisco,CA,94112,03/15/2010,,03/15/2010,,1818 SAN JOSE AVE,San Francisco,94112,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",11,Outer Mission,,POINT (-122.440369 37.728567),94,9,1,28,28861,9,6,4,25,7
1186013-04-181,927936,"Troosh, Catherine C.",Tastebuds,600 5th Ave,San Francisco,CA,94118,02/28/1994,,04/24/2018,,600 5TH AVE,San Francisco,94118,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",1,Inner Richmond,,,,,,,,,,,,
0396072-01-001,396072,Taste Partners Llc,Taste Partners Llc,372 Hermann St,San Francisco,CA,94117,03/01/2006,,03/01/2006,,29 STETSON AVE,Kentfield,94904,CA,7220-7229,Food Services,f,f,,,5,Hayes Valley,,POINT (-122.431315 37.770097),28,7,11,9,29492,15,11,6,10,9
1177666-02-181,1083035,Taste Of Fusion Kitchen,Taste Of Fusion Kitchen,2408 Clement St,San Francisco,CA,94121,02/01/2018,,02/01/2018,,2408 CLEMENT ST,San Francisco,94121,CA,7220-7229,Food Services,f,f,,,1,Outer Richmond,,,,,,,,,,,,
1182158-03-181,1083035,Taste Of Fusion Kitchen,Taste Of Fusion Kitchen,700 36th Ave,San Francisco,CA,94121,02/01/2018,,03/14/2018,,2408 CLEMENT ST,San Francisco,94121,CA,7220-7229,Food Services,f,f,,,1,Outer Richmond,,,,,,,,,,,,
0925008-04-001,925008,"Taste Catering,calif Genl Prtr",Taste Catering & Eventplanning,3450 3rd St Ste 4d,San Francisco,CA,94124,06/01/1992,,06/01/1992,,201 ADRIAN RD,Millbrae,94030,CA,7220-7229,Food Services,f,f,,,10,Bayview Hunters Point,,POINT (-122.387234 37.745808),56,2,9,1,58,10,8,3,1,3
0925008-01-001,925008,"Taste Catering,calif Genl Prtr",Taste Catering,3450 3rd St Ste 4d,San Francisco,CA,94124,06/01/1992,,06/01/1992,,201 ADRIAN RD,Millbrae,94030,CA,7220-7229,Food Services,f,f,H30,CATERING FACILITY,10,Bayview Hunters Point,,POINT (-122.387234 37.745808),56,2,9,1,58,10,8,3,1,3
1247943-03-201,925008,"Taste Catering,calif Genl Prtr",Taste Beverage,3450 Third St Ste 4d,San Francisco,CA,94124,06/01/1992,,03/02/2020,,201 Adrian Rd,Millbrae,94030,CA,7220-7229,Food Services,f,f,,,10,Bayview Hunters Point,,,,,,,,,,,,
0925008-03-001,925008,"Taste Catering,calif Genl Prtr",Taste,3450 3rd St Ste 4d,San Francisco,CA,94124,06/01/1992,,06/30/2009,,201 ADRIAN RD,Millbrae,94030,CA,7220-7229,Food Services,f,f,,,10,Bayview Hunters Point,,POINT (-122.387234 37.745808),56,2,9,1,58,10,8,3,1,3
1217134-03-191,1100055,Tassili Pizza Inc,Tassili Food,32 6th St,San Francisco,CA,94103,01/01/2019,,01/01/2019,04/04/2019,32 6TH ST,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1128871-12-161,1061862,Tesfai Solomon,Tartine Talbot Cafe,244 Gough St,San Francisco,CA,94102,12/01/2016,,12/01/2016,02/16/2017,17 MOFFITT ST,San Francisco,94131,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1136575-02-171,1061862,Tesfai Solomon,Tartine Talbot Cafe,242-244 Gough St,San Francisco,CA,94102,12/01/2016,,02/17/2017,04/06/2017,17 MOFFITT ST,San Francisco,94131,CA,7220-7229,Food Services,f,f,,,5,Hayes Valley,,,,,,,,,,,,
1036269-08-151,1016936,Tartine Partners Llc,Tartine Manufactory,555 Alabama St,San Francisco,CA,94110,03/10/2014,,03/10/2014,09/21/2015,767 S ALAMEDA ST 255 STE,Los Angeles,90021,CA,7220-7229,Food Services,f,f,,,9,Mission,,POINT (-122.412089 37.762229),53,3,2,20,28859,8,7,7,19,4
1059785-03-161,1016936,Tartine Partners Llc,Tartine Manufactory,595 Alabama St,San Francisco,CA,94110,03/10/2014,,09/22/2015,,767 S ALAMEDA ST 255 STE,Los Angeles,90021,CA,7220-7229,Food Services,f,f,D04 D19 H26,Multiple,9,Mission,,POINT (-122.412035 37.761713),53,3,2,20,28859,8,7,7,19,4
1062051-04-161,1016936,Tartine Partners Llc,Tartine Cookies And Cream,595 Alabama St,San Francisco,CA,94110,03/10/2014,,04/14/2016,01/01/2018,767 S ALAMEDA ST 255 STE,Los Angeles,90021,CA,7220-7229,Food Services,f,f,,,9,Mission,,POINT (-122.412035 37.761713),53,3,2,20,28859,8,7,7,19,4
1150197-06-171,1016936,Tartine Partners Llc,Tartine Commissary,550 Alabama St,San Francisco,CA,94110,03/10/2014,,06/01/2017,,767 S ALAMEDA ST 255 STE,Los Angeles,90021,CA,7220-7229,Food Services,f,f,H33,COMMISSARY,9,Mission,,,,,,,,,,,,
0352591-01-001,352591,"Tartine, L.p.",Tartine Bakery,600 Guerrero St,San Francisco,CA,94110,02/15/2002,,02/15/2002,,767 S ALAMEDA ST 255 STE,Los Angeles,90021,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",8,Mission,,POINT (-122.423842 37.761563),37,3,5,20,28859,8,5,7,19,4
1226285-06-191,1103610,Tartine Restaurant Group Llc,Tartine 9th Avenue,1226 9th Ave,San Francisco,CA,94122,06/28/2019,,06/28/2019,,767 S ALAMEDA AVE 265 STE,Los Angeles,90021,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",5,Inner Sunset,,,,,,,,,,,,
0390449-01-001,390449,Tart To Tart Inc,Tart To Tart Inc,641 Irving St,San Francisco,CA,94122,08/01/2005,,08/01/2005,,641 IRVING ST,San Francisco,94122,CA,7220-7229,Food Services,f,f,H26 POS01,Multiple,5,Inner Sunset,,POINT (-122.464611 37.764119),109,10,11,14,56,11,11,5,12,8
1215289-03-191,1099290,Angela Lazarich,Tart Mama,323 Sweeny St,San Francisco,CA,94134,03/06/2019,,03/06/2019,,323 SWEENY ST,San Francisco,94134,CA,7220-7229,Food Services,f,f,,,9,Portola,,,,,,,,,,,,
1229011-07-191,1104679,Tart Investment,Tart Investment,2315 Irving St,San Francisco,CA,94122,07/25/2019,,07/25/2019,,8100 OCEANVIEW TER 103 APT,San Francisco,94132,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1252276-05-201,1114336,Mario Jackson,Tarragon Cafe Llc,1530 Regency Ct. Ct,El+cerrito,CA,94530,05/18/2020,,05/18/2020,,1530 Regency Ct. Ct,El Cerrito,94530,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0363055-01-001,363055,Taraval Okazu Ya,Taraval Okazu Ya,1735 Taraval St,San Francisco,CA,94116,01/01/2003,,01/01/2003,,1735 TARAVAL ST,San Francisco,94116,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",4,Sunset/Parkside,,POINT (-122.484852 37.742647),40,10,7,35,29491,1,3,5,35,8
1182942-03-181,1085192,"Reimanz Properties, Llc",Tarara Restaurant + Bar,191 Pine St,San Francisco,CA,94111,03/20/2018,,03/20/2018,,191 PINE ST,San Francisco,94111,CA,7220-7229,Food Services,f,f,D04,PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY,,,,,,,,,,,,,,
1182561-03-181,1085192,"Reimanz Properties, Llc",Tarara,191 Pine Street,San Francisco,CA,94111,03/20/2018,,03/20/2018,,191 PINE ST,San Francisco,94111,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",3,Financial District/South Beach,,,,,,,,,,,,
1181228-03-181,1084559,"Herringbone Tavern, Inc.","Tarantino's",206 Jefferson St,San Francisco,CA,94133,03/06/2018,,03/06/2018,,PO BOX 411,Tiburon,94920,CA,7220-7229,Food Services,f,f,WM18,Multiple,,,,,,,,,,,,,,
1131888-01-171,1063298,Om Brothers Restaurant Inc,Tara Indian Cuisine,2217 Market Street,San Francisco,CA,94114,01/04/2017,,01/04/2017,,2217 MARKET ST,San Francisco,94114,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",8,Castro/Upper Market,,,,,,,,,,,,
1136585-02-171,1065679,Sf Nice Llc,Taqueria Zorro,308 Columbus Ave,San Francisco,CA,94133,02/17/2017,,02/17/2017,,308 COLUMBUS AVE,San Francisco,94133,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,,,,,,,,,,,
1174272-01-181,1081465,Joel Castanon,Taqueria San Marcos,1218 Newhall St,San Francisco,CA,94124,01/03/2018,,01/03/2018,,1218 NEWHALL ST,San Francisco,94124,CA,7220-7229,Food Services,f,f,,,10,Bayview Hunters Point,,,,,,,,,,,,
1220350-05-191,1081465,Joel Castanon,Taqueria San Marcos,2380 San Bruno Ave,San Francisco,CA,94134,01/03/2018,,04/18/2019,,1218 NEWHALL ST,San Francisco,94124,CA,7220-7229,Food Services,f,f,H79,MOBILE FOOD FACILITY 5,,,,,,,,,,,,,,
1221226-05-191,1081465,Joel Castanon,Taqueria San Marcos,1 Mobile Caterers,San Francisco,CA,,01/03/2018,,01/03/2018,,1218 NEWHALL ST,San Francisco,94124,CA,7220-7229,Food Services,f,f,D19,STORAGE & USE OF FLAMMABLE OR COMBUSTIBLE LIQUIDS,,,,,,,,,,,,,,
0954673-01-001,954673,Taquerias David Valle Inc,Taqueria San Jose No 1,2830 Mission St,San Francisco,CA,94110,07/01/1996,,04/01/2003,,2715 MARTINEZ DR,Burlingame,94010,CA,7220-7229,Food Services,f,f,H25 P21,Multiple,9,Mission,,POINT (-122.418398 37.751763),53,3,2,20,28859,2,7,7,19,4
0190004-01-001,190004,Tafolla A & L And Velasquez J,Taqueria San Francisco,2794 24th St,San Francisco,CA,94110,09/01/1989,,09/01/1989,,375 HANOVER ST,San Francisco,94112,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",9,Mission,,POINT (-122.408072 37.752868),53,3,2,20,28859,2,7,7,19,4
1022584-03-151,1010930,Ruben & Associates Inc,Taqueria Mexico Tipico,4581 Mission St,San Francisco,CA,94110,03/01/2015,,03/01/2015,,4581 MISSION ST,San Francisco,94112,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.434533 37.725052),94,9,1,28,28861,9,6,4,25,7
0323221-02-001,323221,Cornejo Jose & Julia,Taqueria Mana,439 Stockton St,San Francisco,CA,94108,12/16/2003,,12/16/2003,,439 STOCKTON ST,San Francisco,94108,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",3,Financial District/South Beach,,POINT (-122.407114 37.790073),19,6,3,8,28857,5,10,1,6,1
